"batch_id","run_id","agent_name","graph_name","file","line","react_event","cycle","cycle_timestamp","tool_call_id","tool_name","target","type","pattern_id","utility","entries","reason"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","10","react.ccrs.opportunistic.evaluate","1","2026-06-07T15:49:45.118+00:00","call_Pmqx3oWGtBsJHuooK7a5WN56","http_get",,,,,,
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","13","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","14","react.ccrs.opportunistic.jvm.start",,,,,,,,,,
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","18","react.ccrs.opportunistic.runtime.ready",,,,,,,,,,
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","21","react.ccrs.opportunistic.no_annotations","1","2026-06-07T15:49:45.118+00:00","call_Pmqx3oWGtBsJHuooK7a5WN56","http_get",,,,,"0",
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","28","react.ccrs.opportunistic.evaluate","2","2026-06-07T15:49:49.152+00:00","call_vAbZJB4R90Klf8R1IQat4SB9","http_post",,,,,,
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","30","react.ccrs.opportunistic.skipped","2","2026-06-07T15:49:49.152+00:00","call_vAbZJB4R90Klf8R1IQat4SB9","http_post",,,,,,"invalid_turtle"
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","37","react.ccrs.opportunistic.evaluate","3","2026-06-07T15:49:50.768+00:00","call_luCKqkUYGvDBBlfhhRIr8X8X","http_get",,,,,,
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","40","react.ccrs.opportunistic.classpath.resolved",,,,,,,,,"40",
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","45","react.ccrs.opportunistic.detected","3","2026-06-07T15:49:50.768+00:00","call_luCKqkUYGvDBBlfhhRIr8X8X","http_get","http://127.0.1.1:8080/cells/0/2","signifier","https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green","0.7",,
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","46","react.ccrs.opportunistic.cycle_annotations","3","2026-06-07T15:49:50.768+00:00","call_luCKqkUYGvDBBlfhhRIr8X8X","http_get",,,,,"1",
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","101","react.ccrs.opportunistic.evaluate","4","2026-06-07T15:49:52.735+00:00","call_iyVsHEn7n29MOODXYYvyxLap","http_post",,,,,,
"react-ccrs-mazeV1-01-latest","001-ccrs","react_ccrs_mazeV1_01","graph_ccrs","react_ccrs_mazeV1_01_20260607_174940.log","103","react.ccrs.opportunistic.skipped","4","2026-06-07T15:49:52.735+00:00","call_iyVsHEn7n29MOODXYYvyxLap","http_post",,,,,,"invalid_turtle"
