"batch_id","run_id","agent_name","file","line","timestamp","java_event","prefix","message"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","1","2026-06-25 14:19:13,882","","[JAVA-CCRS]","2026-06-25 14:19:13,882 [JAVA-CCRS] ccrs.core.rdf.CcrsVocabularyLoader: Loading CCRS vocabulary from classpath: ccrs-vocabulary.ttl"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","2","2026-06-25 14:19:13,958","","[JAVA-CCRS]","2026-06-25 14:19:13,958 [JAVA-CCRS] ccrs.core.rdf.CcrsVocabulary: Detected simple pattern: https://kaefer3000.github.io/2021-02-dagstuhl/vocab#green, type=signifier, position=predicate, priority=0.7"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","3","2026-06-25 14:19:13,976","","[JAVA-CCRS]","2026-06-25 14:19:13,976 [JAVA-CCRS] ccrs.core.rdf.CcrsVocabulary: Compiled to FAST PATH: https://example.org/stigmark#stigmergyMarkerPattern"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","4","2026-06-25 14:19:13,981","","[JAVA-CCRS]","2026-06-25 14:19:13,981 [JAVA-CCRS] ccrs.core.rdf.CcrsVocabulary: Detected structural pattern: https://example.org/stigmark#stigmergyMarkerPattern, type=stigmergy, target=target, priority=0.8, mode=FAST PATH"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","5","2026-06-25 14:39:17,639","","[JAVA-CCRS]","2026-06-25 14:39:17,639 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: Creating ContingencyCcrs with default strategies"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","6","2026-06-25 14:39:17,644","","[JAVA-CCRS]","2026-06-25 14:39:17,644 [JAVA-CCRS] ccrs.core.contingency.StrategyRegistry: Registered strategy: retry"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","7","2026-06-25 14:39:17,645","","[JAVA-CCRS]","2026-06-25 14:39:17,645 [JAVA-CCRS] ccrs.core.contingency.StrategyRegistry: Registered strategy: backtrack"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","8","2026-06-25 14:39:17,649","","[JAVA-CCRS]","2026-06-25 14:39:17,649 [JAVA-CCRS] ccrs.core.contingency.StrategyRegistry: Registered strategy: stop"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","9","2026-06-25 14:39:17,678","","[JAVA-CCRS]","2026-06-25 14:39:17,678 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrsFactory: [ContingencyCcrsFactory] Loading strategy provider: ccrs.capabilities.llm.langchain4j.Langchain4jPredictionStrategyProvider"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","10","2026-06-25 14:39:18,049","","[JAVA-CCRS]","2026-06-25 14:39:18,049 [JAVA-CCRS] ccrs.core.contingency.StrategyRegistry: Registered strategy: prediction_llm"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","11","2026-06-25 14:39:18,049","","[JAVA-CCRS]","2026-06-25 14:39:18,049 [JAVA-CCRS] ccrs.capabilities.llm.langchain4j.Langchain4jPredictionStrategyProvider: [Langchain4jProvider] Registered PredictionLlmStrategy"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","12","2026-06-25 14:39:18,052","","[JAVA-CCRS]","2026-06-25 14:39:18,052 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrsFactory: [ContingencyCcrsFactory] Loading strategy provider: ccrs.capabilities.a2a.A2aConsultationStrategyProvider"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","13","2026-06-25 14:39:18,073","","[JAVA-CCRS]","2026-06-25 14:39:18,073 [JAVA-CCRS] ccrs.core.contingency.StrategyRegistry: Registered strategy: consultation"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","14","2026-06-25 14:39:18,073","","[JAVA-CCRS]","2026-06-25 14:39:18,073 [JAVA-CCRS] ccrs.capabilities.a2a.A2aConsultationStrategyProvider: [A2AProvider] Registered A2A ConsultationStrategy"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","15","2026-06-25 14:39:18,212","","[JAVA-CCRS]","2026-06-25 14:39:18,212 [JAVA-CCRS] ccrs.core.contingency.StrategyRegistry: Ordered strategies for evaluation: retry, backtrack, consultation, prediction_llm, stop"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","16","2026-06-25 14:39:18,214","","[JAVA-CCRS]","2026-06-25 14:39:18,214 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [StrategySelectionPolicy] Built strategy selection model from 0/25 requested traces, 0 strategy profiles, minimumSamplesPerStrategy=2"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","17","2026-06-25 14:39:18,218","","[JAVA-CCRS]","2026-06-25 14:39:18,218 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [ContingencyCcrs] Strategy evaluation order: retry(default, L1), backtrack(default, L2), consultation(default, L3), prediction_llm(default, L4), stop(default, L0)"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","18","2026-06-25 14:39:18,218","","[JAVA-CCRS]","2026-06-25 14:39:18,218 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [StrategySelectionPolicy] Entering escalation level L1 with policy PARALLEL"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","19","2026-06-25 14:39:18,221","","[JAVA-CCRS]","2026-06-25 14:39:18,221 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [StrategySelectionPolicy] Selection gate ALLOW retry: no current recovery suggestion exists; currentBest=0.000"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","20","2026-06-25 14:39:18,222","","[JAVA-CCRS]","2026-06-25 14:39:18,222 [JAVA-CCRS] ccrs.core.contingency.strategies.internal.RetryStrategy: [Retry] Not applicable - situation type is UNCERTAINTY"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","21","2026-06-25 14:39:18,222","","[JAVA-CCRS]","2026-06-25 14:39:18,222 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [ContingencyCcrs] Applicability retry L1 -> NOT_APPLICABLE"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","22","2026-06-25 14:39:18,225","ccrs.contingency.strategy.evaluated","[CCRS-EVENT]","2026-06-25 14:39:18,225 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [CCRS-EVENT] event=ccrs.contingency.strategy.evaluated agent_id=react_ccrs_mazeV1_t2 strategy_id=retry result_type=none confidence=null action_type=null action_target=null has_opportunistic_guidance=false no_help_reason=null rationale=null evaluation_time_ms=0"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","23","2026-06-25 14:39:18,225","","[JAVA-CCRS]","2026-06-25 14:39:18,225 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [StrategySelectionPolicy] Entering escalation level L2 with policy PARALLEL"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","24","2026-06-25 14:39:18,226","","[JAVA-CCRS]","2026-06-25 14:39:18,226 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [StrategySelectionPolicy] Selection gate ALLOW backtrack: no current recovery suggestion exists; currentBest=0.000"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","25","2026-06-25 14:39:18,226","","[JAVA-CCRS]","2026-06-25 14:39:18,226 [JAVA-CCRS] ccrs.core.contingency.strategies.internal.BacktrackStrategy: [Backtrack] Situation type not applicable: UNCERTAINTY"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","26","2026-06-25 14:39:18,227","","[JAVA-CCRS]","2026-06-25 14:39:18,227 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [ContingencyCcrs] Applicability backtrack L2 -> NOT_APPLICABLE"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","27","2026-06-25 14:39:18,227","ccrs.contingency.strategy.evaluated","[CCRS-EVENT]","2026-06-25 14:39:18,227 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [CCRS-EVENT] event=ccrs.contingency.strategy.evaluated agent_id=react_ccrs_mazeV1_t2 strategy_id=backtrack result_type=none confidence=null action_type=null action_target=null has_opportunistic_guidance=false no_help_reason=null rationale=null evaluation_time_ms=1"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","28","2026-06-25 14:39:18,227","","[JAVA-CCRS]","2026-06-25 14:39:18,227 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [StrategySelectionPolicy] Entering escalation level L3 with policy PARALLEL"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","29","2026-06-25 14:39:18,228","","[JAVA-CCRS]","2026-06-25 14:39:18,228 [JAVA-CCRS] ccrs.core.contingency.ContingencyCcrs: [StrategySelectionPolicy] Selection gate ALLOW consultation: no current recovery suggestion exists; currentBest=0.000"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","30","2026-06-25 14:39:18,234","","[JAVA-CCRS]","2026-06-25 14:39:18,234 [JAVA-CCRS] ccrs.core.contingency.strategies.social.ConsultationStrategy: [Consultation] Inspecting interaction from http://127.0.1.1:8080/cells/12/5 with 3 perceived triples"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","31","2026-06-25 14:39:18,235","","[JAVA-CCRS]","2026-06-25 14:39:18,235 [JAVA-CCRS] ccrs.core.contingency.strategies.social.ConsultationStrategy: [Consultation] Inspecting interaction from http://127.0.1.1:8080/cells/12/5 with 37 perceived triples"
"react-baseline-vs-ccrs-v1-t2","002-ccrs","react_ccrs_mazeV1_t2","react_ccrs_mazeV1_t2_20260625_141909.java.log","32","2026-06-25 14:39:18,235","","[JAVA-CCRS]","2026-06-25 14:39:18,235 [JAVA-CCRS] ccrs.core.contingency.strategies.social.ConsultationStrategy: [Consultation] Encountered peer candidate via maze:contains: http://127.0.1.1:8080/agents/react_ccrs_mazeV1_t2"
